Site,FID_Fishnet,mangrove_area,nonmangrove_area,total_area,gridcode
lap_2019-07_site06,5695592,0,555.1505432,555.1505432,0
lap_2019-07_site06,5695593,0,555.1547946,555.1547946,0
lap_2019-07_site06,5695594,0,555.1528852,555.1528852,0
lap_2019-07_site06,5695595,0,555.1537898,555.1537898,0
lap_2019-07_site06,5695596,0,555.1525074,555.1525074,0
lap_2019-07_site06,5695597,0,555.1508922,555.1508922,0
lap_2019-07_site06,5695598,0,555.1544473,555.1544473,0
lap_2019-07_site06,5695599,0,555.1510861,555.1510861,0
lap_2019-07_site06,5695600,0,555.1534425,555.1534425,0
lap_2019-07_site06,5695601,0,555.1516578,555.1516578,0
lap_2019-07_site06,5695602,0,555.1559093,555.1559093,0
lap_2019-07_site06,5695603,0,555.1520212,555.1520212,0
lap_2019-07_site06,5695604,0,555.1530953,555.1530953,0
lap_2019-07_site06,5695605,0,555.1508083,555.1508083,0
lap_2019-07_site06,5695606,0,555.1543634,555.1543634,0
lap_2019-07_site06,5695607,0,323.0882861,323.0882861,0
lap_2019-07_site06,5695608,0,59.62417774,59.62417774,0
lap_2019-07_site06,5695609,0,12.53623751,12.53623751,0
lap_2019-07_site06,5703744,0,18.81962313,18.81962313,0
lap_2019-07_site06,5703745,0,409.979858,409.979858,0
lap_2019-07_site06,5703746,0,555.1467253,555.1467253,0
lap_2019-07_site06,5703747,0,555.1497779,555.1497779,0
lap_2019-07_site06,5703748,0,555.1470885,555.1470885,0
lap_2019-07_site06,5703749,0,555.1520506,555.1520506,0
lap_2019-07_site06,5703750,0,555.1486893,555.1486893,0
lap_2019-07_site06,5703751,0,555.1483563,555.1483563,0
lap_2019-07_site06,5703752,0,555.1469494,555.1469494,0
lap_2019-07_site06,5703753,0,555.1515337,555.1515337,0
lap_2019-07_site06,5703754,0,555.1472679,555.1472679,0
lap_2019-07_site06,5703755,0,555.149416,555.149416,0
lap_2019-07_site06,5703756,0,555.1475066,555.1475066,0
lap_2019-07_site06,5703757,0,544.4874532,544.4874532,0
lap_2019-07_site06,5703758,0,548.2928361,548.2928361,0
lap_2019-07_site06,5703759,0,555.1474922,555.1474922,0
lap_2019-07_site06,5703760,0,555.1485663,555.1485663,0
lap_2019-07_site06,5703761,0,555.1480639,555.1480639,0
lap_2019-07_site06,5703762,0,434.6279318,434.6279318,0
lap_2019-07_site06,5703763,0,169.7859498,169.7859498,0
lap_2019-07_site06,5703764,0,135.6877064,135.6877064,0
lap_2019-07_site06,5703765,0,102.3217722,102.3217722,0
lap_2019-07_site06,5703766,0,62.08866785,62.08866785,0
lap_2019-07_site06,5703767,0,29.41349057,29.41349057,0
lap_2019-07_site06,5711905,0,69.66627554,69.66627554,0
lap_2019-07_site06,5711906,0,101.3327699,101.3327699,0
lap_2019-07_site06,5711907,0,333.3414252,333.3414252,0
lap_2019-07_site06,5711908,0,555.1487038,555.1487038,0
lap_2019-07_site06,5711909,0,555.1504741,555.1504741,0
lap_2019-07_site06,5711910,0,555.1472823,555.1472823,0
lap_2019-07_site06,5711911,0,555.1458753,555.1458753,0
lap_2019-07_site06,5711912,0,555.147854,555.147854,0
lap_2019-07_site06,5711913,0,555.1523135,555.1523135,0
lap_2019-07_site06,5711914,0,545.2528047,545.2528047,0
lap_2019-07_site06,5711915,0,470.1238583,470.1238583,0
lap_2019-07_site06,5711916,0,433.0771504,433.0771504,0
lap_2019-07_site06,5711917,0,394.6378522,394.6378522,0
lap_2019-07_site06,5711918,0,10.58075587,10.58075587,0
lap_2019-07_site06,5711919,0,103.6168775,103.6168775,0
lap_2019-07_site06,5711920,0,167.1479464,167.1479464,0
lap_2019-07_site06,5711921,0,162.7338347,162.7338347,0
lap_2019-07_site06,5711922,0,101.3285057,101.3285057,0
lap_2019-07_site06,5720067,0,47.191209,47.191209,0
lap_2019-07_site06,5720068,0,95.2354757,95.2354757,0
lap_2019-07_site06,5720069,0,62.96462902,62.96462902,0
lap_2019-07_site06,5720070,0,52.24728181,52.24728181,0
lap_2019-07_site06,5720071,0,38.11434064,38.11434064,0
lap_2019-07_site06,5720072,0,44.40407316,44.40407316,0
lap_2019-07_site06,5720073,0,83.22937118,83.22937118,0
lap_2019-07_site06,5720074,0,21.88258359,21.88258359,0
psc_2018_05_site1314,22285068,0,119.248417,119.248417,0
psc_2018_05_site1314,22285069,0,402.2589848,402.2589848,0
psc_2018_05_site1314,22285070,0,316.4826778,316.4826778,0
psc_2018_05_site1314,22285071,0,11.13234973,11.13234973,0
psc_2018_05_site1314,22293226,0,105.9411474,105.9411474,0
psc_2018_05_site1314,22293227,0,387.3726023,387.3726023,0
psc_2018_05_site1314,22293228,0,552.2027821,552.2027821,0
psc_2018_05_site1314,22293229,0,553.1943589,553.1943589,0
psc_2018_05_site1314,22293230,0,553.1964123,553.1964123,0
psc_2018_05_site1314,22293231,0,422.6169367,422.6169367,0
psc_2018_05_site1314,22293232,0,53.40714614,53.40714614,0
psc_2018_05_site1314,22301384,0,93.42038872,93.42038872,0
psc_2018_05_site1314,22301385,0,372.4201794,372.4201794,0
psc_2018_05_site1314,22301386,0,550.5543282,550.5543282,0
psc_2018_05_site1314,22301387,0,553.1941021,553.1941021,0
psc_2018_05_site1314,22301388,0,553.1972088,553.1972088,0
psc_2018_05_site1314,22301389,0,553.1947306,553.1947306,0
psc_2018_05_site1314,22301390,0,553.1948059,553.1948059,0
psc_2018_05_site1314,22301391,0,553.1944342,553.1944342,0
psc_2018_05_site1314,22301392,0,497.6098981,497.6098981,0
psc_2018_05_site1314,22301393,0,127.2265782,127.2265782,0
psc_2018_05_site1314,22309542,0,81.68730512,81.68730512,0
psc_2018_05_site1314,22309543,0,357.4669541,357.4669541,0
psc_2018_05_site1314,22309544,0,548.1210599,548.1210599,0
psc_2018_05_site1314,22309545,0,553.1925487,553.1925487,0
psc_2018_05_site1314,22309546,0,553.1944738,553.1944738,0
psc_2018_05_site1314,22309547,0,553.1939207,553.1939207,0
psc_2018_05_site1314,22309548,0,553.198324,553.198324,1
psc_2018_05_site1314,22309549,0,553.195474,553.195474,2
psc_2018_05_site1314,22309550,0,553.1931995,553.1931995,2
psc_2018_05_site1314,22309551,0,553.1955494,553.1955494,1
psc_2018_05_site1314,22309552,0,553.1943058,553.1943058,0
psc_2018_05_site1314,22309553,0,541.0574108,541.0574108,0
psc_2018_05_site1314,22309554,0,232.351158,232.351158,0
psc_2018_05_site1314,22309555,0,0.23747538,0.23747538,0
psc_2018_05_site1314,22317700,0,25.90729943,25.90729943,0
psc_2018_05_site1314,22317701,0,340.883293,340.883293,0
psc_2018_05_site1314,22317702,0,544.8994801,544.8994801,0
psc_2018_05_site1314,22317703,0,553.1927921,553.1927921,0
psc_2018_05_site1314,22317704,0,553.195142,553.195142,0
psc_2018_05_site1314,22317705,0,553.1932922,553.1932922,0
psc_2018_05_site1314,22317706,0,553.1939206,553.1939206,0
psc_2018_05_site1314,22317707,0,553.1924956,553.1924956,0
psc_2018_05_site1314,22317708,26.67359647,526.5209069,553.1945033,2
psc_2018_05_site1314,22317709,56.60940278,496.5851235,553.1945263,103
psc_2018_05_site1314,22317710,3.433483147,549.7599871,553.1934703,104
psc_2018_05_site1314,22317711,0,553.1909026,553.1909026,3
psc_2018_05_site1314,22317712,0,553.1941244,553.1941244,1
psc_2018_05_site1314,22317713,0,553.1985278,553.1985278,0
psc_2018_05_site1314,22317714,0,553.1929031,553.1929031,0
psc_2018_05_site1314,22317715,0,349.3822982,349.3822982,0
psc_2018_05_site1314,22317716,0,19.88137455,19.88137455,0
psc_2018_05_site1314,22325859,0,23.68428306,23.68428306,0
psc_2018_05_site1314,22325860,0,417.3942344,417.3942344,0
psc_2018_05_site1314,22325861,0,553.1922256,553.1922256,0
psc_2018_05_site1314,22325862,0,553.1960005,553.1960005,0
psc_2018_05_site1314,22325863,0,553.1937258,553.1937258,0
psc_2018_05_site1314,22325864,0,553.1976822,553.1976822,0
psc_2018_05_site1314,22325865,0,553.1933541,553.1933541,0
psc_2018_05_site1314,22325866,0,553.1950358,553.1950358,0
psc_2018_05_site1314,22325867,32.63446685,520.5588807,553.1933475,0
psc_2018_05_site1314,22325868,542.7213233,10.47545946,553.1967827,3
psc_2018_05_site1314,22325869,552.5944753,0.596670685,553.191146,105
psc_2018_05_site1314,22325870,520.9259525,32.26737232,553.1933249,107
psc_2018_05_site1314,22325871,59.55569818,493.6350879,553.1907861,105
psc_2018_05_site1314,22325872,0,553.1936996,553.1936996,3
psc_2018_05_site1314,22325873,0,553.1960495,553.1960495,1
psc_2018_05_site1314,22325874,0,553.1936466,553.1936466,0
psc_2018_05_site1314,22325875,0,553.1947,553.1947,0
psc_2018_05_site1314,22325876,0,156.5588879,156.5588879,0
psc_2018_05_site1314,22334018,0,21.55977619,21.55977619,0
psc_2018_05_site1314,22334019,0,412.1387192,412.1387192,0
psc_2018_05_site1314,22334020,0,553.1921504,553.1921504,0
psc_2018_05_site1314,22334021,0,553.1898756,553.1898756,0
psc_2018_05_site1314,22334022,0,553.192407,553.192407,0
psc_2018_05_site1314,22334023,0,553.1901324,553.1901324,0
psc_2018_05_site1314,22334024,0,553.1940887,553.1940887,0
psc_2018_05_site1314,22334025,0,553.1906325,553.1906325,0
psc_2018_05_site1314,22334026,0,553.1916857,553.1916857,0
psc_2018_05_site1314,22334027,0,553.1908892,553.1908892,0
psc_2018_05_site1314,22334028,328.8695672,224.3217641,553.1913313,2
psc_2018_05_site1314,22334029,553.1915177,0,553.1915177,104
psc_2018_05_site1314,22334030,546.3927454,6.797516675,553.1902621,107
psc_2018_05_site1314,22334031,166.2292792,386.9632736,553.1925528,106
psc_2018_05_site1314,22334032,0,553.1912214,553.1912214,103
psc_2018_05_site1314,22334033,0,553.1933279,553.1933279,1
psc_2018_05_site1314,22334034,0,553.1904249,553.1904249,0
psc_2018_05_site1314,22334035,0,446.2476311,446.2476311,0
psc_2018_05_site1314,22334036,0,0.464462739,0.464462739,0
psc_2018_05_site1314,22342177,0,19.53559955,19.53559955,0
psc_2018_05_site1314,22342178,0,406.7807964,406.7807964,0
psc_2018_05_site1314,22342179,0,553.1908537,553.1908537,0
psc_2018_05_site1314,22342180,0,553.1894287,553.1894287,0
psc_2018_05_site1314,22342181,0,553.1884507,553.1884507,0
psc_2018_05_site1314,22342182,0,553.1908006,553.1908006,0
psc_2018_05_site1314,22342183,0,553.191429,553.191429,0
psc_2018_05_site1314,22342184,0,553.1924823,553.1924823,0
psc_2018_05_site1314,22342185,0,553.1892074,553.1892074,0
psc_2018_05_site1314,22342186,0,553.1902608,553.1902608,0
psc_2018_05_site1314,22342187,0,553.1915795,553.1915795,0
psc_2018_05_site1314,22342188,20.37574502,532.8190497,553.1947947,1
psc_2018_05_site1314,22342189,407.2369538,145.9548801,553.191834,4
psc_2018_05_site1314,22342190,352.5840581,200.6058263,553.1898844,106
psc_2018_05_site1314,22342191,8.744704025,544.4458888,553.1905928,106
psc_2018_05_site1314,22342192,0,553.1887431,553.1887431,4
psc_2018_05_site1314,22342193,0,553.1922746,553.1922746,1
psc_2018_05_site1314,22342194,0,553.1889999,553.1889999,0
psc_2018_05_site1314,22342195,0,548.7877254,548.7877254,0
psc_2018_05_site1314,22342196,0,204.0048224,204.0048224,0
psc_2018_05_site1314,22350336,0,17.61177199,17.61177199,0
psc_2018_05_site1314,22350337,0,401.3275803,401.3275803,0
psc_2018_05_site1314,22350338,0,553.1875656,553.1875656,0
psc_2018_05_site1314,22350339,0,553.1919689,553.1919689,0
psc_2018_05_site1314,22350340,0,553.1914157,553.1914157,0
psc_2018_05_site1314,22350341,0,553.1909908,553.1909908,0
psc_2018_05_site1314,22350342,0,553.1895658,553.1895658,1
psc_2018_05_site1314,22350343,0,553.1925442,553.1925442,2
psc_2018_05_site1314,22350344,0,553.1921724,553.1921724,2
psc_2018_05_site1314,22350345,0,553.1903226,553.1903226,1
psc_2018_05_site1314,22350346,0,553.1922477,553.1922477,0
psc_2018_05_site1314,22350347,0,553.1892827,553.1892827,1
psc_2018_05_site1314,22350348,1.507487496,551.6822776,553.1897651,2
psc_2018_05_site1314,22350349,27.61070756,525.5795147,553.1902223,5
psc_2018_05_site1314,22350350,244.7147706,308.4769559,553.1917265,106
psc_2018_05_site1314,22350351,115.6534444,437.5369589,553.1904032,106
psc_2018_05_site1314,22350352,0,553.1903583,553.1903583,4
psc_2018_05_site1314,22350353,0,553.1943147,553.1943147,1
psc_2018_05_site1314,22350354,0,553.18869,553.18869,0
psc_2018_05_site1314,22350355,0,553.1884467,553.1884467,0
psc_2018_05_site1314,22350356,0,546.4188916,546.4188916,0
psc_2018_05_site1314,22350357,0,173.1634295,173.1634295,0
psc_2018_05_site1314,22358495,0,15.7876853,15.7876853,0
psc_2018_05_site1314,22358496,0,395.7745326,395.7745326,0
psc_2018_05_site1314,22358497,0,553.1914024,553.1914024,0
psc_2018_05_site1314,22358498,0,553.1908492,553.1908492,0
psc_2018_05_site1314,22358499,0,553.1930841,553.1930841,0
psc_2018_05_site1314,22358500,0,553.1903624,553.1903624,1
psc_2018_05_site1314,22358501,0,553.1895658,553.1895658,2
psc_2018_05_site1314,22358502,0,553.1881408,553.1881408,4
psc_2018_05_site1314,22358503,24.94442071,528.2437578,553.1881785,104
psc_2018_05_site1314,22358504,144.3188816,408.8704815,553.189363,104
psc_2018_05_site1314,22358505,0,553.1879727,553.1879727,4
psc_2018_05_site1314,22358506,0,553.187601,553.187601,3
psc_2018_05_site1314,22358507,0,553.1895261,553.1895261,4
psc_2018_05_site1314,22358508,243.972233,309.2184368,553.1906698,104
psc_2018_05_site1314,22358509,142.0858905,411.1023502,553.1882407,106
psc_2018_05_site1314,22358510,499.3655834,53.82116166,553.186745,107
psc_2018_05_site1314,22358511,356.6579297,196.5304032,553.1883328,107
psc_2018_05_site1314,22358512,0,553.1871366,553.1871366,104
psc_2018_05_site1314,22358513,0,553.1919648,553.1919648,2
psc_2018_05_site1314,22358514,0,553.1898052,553.1898052,0
psc_2018_05_site1314,22358515,0,553.1917303,553.1917303,0
psc_2018_05_site1314,22358516,0,553.1909339,553.1909339,0
psc_2018_05_site1314,22358517,0,317.1355229,317.1355229,0
psc_2018_05_site1314,22366654,0,14.06188455,14.06188455,0
psc_2018_05_site1314,22366655,0,390.1216691,390.1216691,0
psc_2018_05_site1314,22366656,0,553.185884,553.185884,0
psc_2018_05_site1314,22366657,0,553.1865123,553.1865123,0
psc_2018_05_site1314,22366658,0,553.1850873,553.1850873,0
psc_2018_05_site1314,22366659,0,553.1894906,553.1894906,0
psc_2018_05_site1314,22366660,0,553.1875124,553.1875124,2
psc_2018_05_site1314,22366661,13.97928004,539.2088608,553.1881408,103
psc_2018_05_site1314,22366662,206.6048927,346.5805442,553.1854369,106
psc_2018_05_site1314,22366663,501.0353279,52.152091,553.1874189,107
psc_2018_05_site1314,22366664,549.6418775,3.545554665,553.1874322,107
psc_2018_05_site1314,22366665,215.1039918,338.0839339,553.1879258,106
psc_2018_05_site1314,22366666,0,553.1851227,553.1851227,105
psc_2018_05_site1314,22366667,0,553.1868044,553.1868044,106
psc_2018_05_site1314,22366668,256.9397173,296.2487209,553.1884382,107
psc_2018_05_site1314,22366669,280.388574,272.799611,553.188185,108
psc_2018_05_site1314,22366670,184.7540403,368.4327836,553.1868239,108
psc_2018_05_site1314,22366671,486.9389592,66.24821337,553.1871726,108
psc_2018_05_site1314,22366672,0,553.1873799,553.1873799,105
psc_2018_05_site1314,22366673,0,553.1890617,553.1890617,3
psc_2018_05_site1314,22366674,0,553.1876367,553.1876367,0
psc_2018_05_site1314,22366675,0,553.185787,553.185787,0
psc_2018_05_site1314,22366676,0,553.1868403,553.1868403,0
psc_2018_05_site1314,22366677,0,316.4543827,316.4543827,0
psc_2018_05_site1314,22374813,0,12.43701454,12.43701454,0
psc_2018_05_site1314,22374814,0,384.3614832,384.3614832,0
psc_2018_05_site1314,22374815,0,553.1900306,553.1900306,0
psc_2018_05_site1314,22374816,0,553.1869991,553.1869991,0
psc_2018_05_site1314,22374817,0,553.1862025,553.1862025,0
psc_2018_05_site1314,22374818,0,553.1872557,553.1872557,0
psc_2018_05_site1314,22374819,0,553.1878841,553.1878841,0
psc_2018_05_site1314,22374820,0,553.1864591,553.1864591,3
psc_2018_05_site1314,22374821,48.24230725,504.9435699,553.1858772,105
psc_2018_05_site1314,22374822,459.8485022,93.33919481,553.187697,108
psc_2018_05_site1314,22374823,553.1861626,0,553.1861626,108
psc_2018_05_site1314,22374824,553.1891409,0,553.1891409,108
psc_2018_05_site1314,22374825,540.7351435,12.45295696,553.1881005,108
psc_2018_05_site1314,22374826,231.8846495,321.3014177,553.1860672,108
psc_2018_05_site1314,22374827,20.10969831,533.0777778,553.1874761,108
psc_2018_05_site1314,22374828,447.1456641,106.0427809,553.188445,108
psc_2018_05_site1314,22374829,321.1418868,232.0441402,553.186027,108
psc_2018_05_site1314,22374830,84.86559102,468.3198411,553.1854321,108
psc_2018_05_site1314,22374831,407.2042784,145.983385,553.1876634,108
psc_2018_05_site1314,22374832,0,553.1859549,553.1859549,105
psc_2018_05_site1314,22374833,0,553.1865834,553.1865834,3
psc_2018_05_site1314,22374834,0,553.1862117,553.1862117,0
psc_2018_05_site1314,22374835,0,553.184362,553.184362,0
psc_2018_05_site1314,22374836,0,553.1862871,553.1862871,0
psc_2018_05_site1314,22374837,0,315.7737583,315.7737583,0
psc_2018_05_site1314,22382972,0,10.91190366,10.91190366,0
psc_2018_05_site1314,22382973,0,378.5088688,378.5088688,0
psc_2018_05_site1314,22382974,0,553.1854458,553.1854458,0
psc_2018_05_site1314,22382975,0,553.1875524,553.1875524,0
psc_2018_05_site1314,22382976,0,553.1842774,553.1842774,0
psc_2018_05_site1314,22382977,0,553.1851492,553.1851492,0
psc_2018_05_site1314,22382978,0,553.1870742,553.1870742,0
psc_2018_05_site1314,22382979,0,553.1889993,553.1889993,1
psc_2018_05_site1314,22382980,0,553.1875742,553.1875742,4
psc_2018_05_site1314,22382981,20.90988432,532.275173,553.1850574,106
psc_2018_05_site1314,22382982,528.2519285,24.93267939,553.1846078,108
psc_2018_05_site1314,22382983,553.1823877,0,553.1823877,108
psc_2018_05_site1314,22382984,553.1873442,0,553.1873442,108
psc_2018_05_site1314,22382985,553.1840694,0,553.1840694,108
psc_2018_05_site1314,22382986,553.1845695,0,553.1845695,108
psc_2018_05_site1314,22382987,292.3538946,260.8312442,553.1851388,108
psc_2018_05_site1314,22382988,312.7996811,240.387471,553.1871521,108
psc_2018_05_site1314,22382989,552.5673827,0.618520075,553.1859028,108
psc_2018_05_site1314,22382990,214.4986628,338.6859157,553.1845786,108
psc_2018_05_site1314,22382991,404.998493,148.187447,553.18594,108
psc_2018_05_site1314,22382992,0,553.1854017,553.1854017,105
psc_2018_05_site1314,22382993,0,553.186455,553.186455,3
psc_2018_05_site1314,22382994,0,553.1860303,553.1860303,0
psc_2018_05_site1314,22382995,0,553.1854771,553.1854771,0
psc_2018_05_site1314,22382996,0,553.1852338,553.1852338,0
psc_2018_05_site1314,22382997,0,315.0927263,315.0927263,0
psc_2018_05_site1314,22391131,0,9.486217426,9.486217426,0
psc_2018_05_site1314,22391132,0,372.5556691,372.5556691,0
psc_2018_05_site1314,22391133,0,553.1833925,553.1833925,0
psc_2018_05_site1314,22391134,0,553.1848925,553.1848925,0
psc_2018_05_site1314,22391135,0,553.1863707,553.1863707,0
psc_2018_05_site1314,22391136,0,553.1840959,553.1840959,0
psc_2018_05_site1314,22391137,0,553.186021,553.186021,0
psc_2018_05_site1314,22391138,0,553.184596,553.184596,1
psc_2018_05_site1314,22391139,0,553.1854058,553.1854058,3
psc_2018_05_site1314,22391140,0,553.1848526,553.1848526,105
psc_2018_05_site1314,22391141,219.6798706,333.5044498,553.1843205,107
psc_2018_05_site1314,22391142,540.4620881,12.72162448,553.1837126,108
psc_2018_05_site1314,22391143,553.1849278,0,553.1849278,108
psc_2018_05_site1314,22391144,553.1870344,0,553.1870344,108
psc_2018_05_site1314,22391145,553.1837595,0,553.1837595,108
psc_2018_05_site1314,22391146,552.2826856,0.90307929,553.1857649,108
psc_2018_05_site1314,22391147,450.1048409,103.0776629,553.1825038,108
psc_2018_05_site1314,22391148,525.1312583,28.05466828,553.1859266,108
psc_2018_05_site1314,22391149,553.1835915,0,553.1835915,108
psc_2018_05_site1314,22391150,283.090415,270.093844,553.184259,108
psc_2018_05_site1314,22391151,306.2401604,246.9451195,553.18528,108
psc_2018_05_site1314,22391152,178.5252231,374.6587677,553.1839908,105
psc_2018_05_site1314,22391153,0,553.1868267,553.1868267,3
psc_2018_05_site1314,22391154,0,553.1844238,553.1844238,0
psc_2018_05_site1314,22391155,0,553.1840521,553.1840521,0
psc_2018_05_site1314,22391156,0,553.1851054,553.1851054,0
psc_2018_05_site1314,22391157,0,314.4130203,314.4130203,0
psc_2018_05_site1314,22399290,0,8.160943964,8.160943964,0
psc_2018_05_site1314,22399291,0,366.5062401,366.5062401,0
psc_2018_05_site1314,22399292,0,553.186176,553.186176,0
psc_2018_05_site1314,22399293,0,553.1853794,553.1853794,0
psc_2018_05_site1314,22399294,0,553.1845827,553.1845827,0
psc_2018_05_site1314,22399295,0,553.1894109,553.1894109,0
psc_2018_05_site1314,22399296,0,553.1850827,553.1850827,0
psc_2018_05_site1314,22399297,0,553.184596,553.184596,1
psc_2018_05_site1314,22399298,0,553.1831709,553.1831709,3
psc_2018_05_site1314,22399299,0,553.186521,553.186521,105
psc_2018_05_site1314,22399300,226.271718,326.9105641,553.1822821,107
psc_2018_05_site1314,22399301,520.4620757,32.72255243,553.1846281,108
psc_2018_05_site1314,22399302,553.1860429,0,553.1860429,108
psc_2018_05_site1314,22399303,553.1856712,0,553.1856712,108
psc_2018_05_site1314,22399304,553.1867245,0,553.1867245,108
psc_2018_05_site1314,22399305,546.8173972,6.368407664,553.1858049,108
psc_2018_05_site1314,22399306,456.9157417,96.26899024,553.1847319,108
psc_2018_05_site1314,22399307,452.4338292,100.7546782,553.1885073,108
psc_2018_05_site1314,22399308,370.6664581,182.5190399,553.1854981,108
psc_2018_05_site1314,22399309,352.7147707,200.4716411,553.1864118,108
psc_2018_05_site1314,22399310,416.3975532,136.787317,553.1848702,108
psc_2018_05_site1314,22399311,82.52974249,470.6556461,553.1853886,108
psc_2018_05_site1314,22399312,332.6533492,220.5304587,553.1838079,105
psc_2018_05_site1314,22399313,8.461140022,544.7266888,553.1878288,3
psc_2018_05_site1314,22399314,0,553.1841139,553.1841139,0
psc_2018_05_site1314,22399315,0,553.1851672,553.1851672,0
psc_2018_05_site1314,22399316,0,553.1870923,553.1870923,0
psc_2018_05_site1314,22399317,0,313.735176,313.735176,0
psc_2018_05_site1314,22407449,0,6.934832413,6.934832413,0
psc_2018_05_site1314,22407450,0,360.3527925,360.3527925,0
psc_2018_05_site1314,22407451,0,553.1840077,553.1840077,0
psc_2018_05_site1314,22407452,0,553.1811576,553.1811576,0
psc_2018_05_site1314,22407453,0,553.181786,553.181786,0
psc_2018_05_site1314,22407454,0,553.181361,553.181361,0
psc_2018_05_site1314,22407455,0,553.1848926,553.1848926,0
psc_2018_05_site1314,22407456,0,553.181861,553.181861,1
psc_2018_05_site1314,22407457,0,553.1837861,553.1837861,3
psc_2018_05_site1314,22407458,0,553.1821176,553.1821176,105
psc_2018_05_site1314,22407459,271.6115462,281.5710888,553.182635,107
psc_2018_05_site1314,22407460,550.0617526,3.120510731,553.1822634,108
psc_2018_05_site1314,22407461,553.1828744,0,553.1828744,108
psc_2018_05_site1314,22407462,553.1810245,0,553.1810245,108
psc_2018_05_site1314,22407463,552.4643241,0.717753685,553.1820778,108
psc_2018_05_site1314,22407464,511.3482652,41.83683008,553.1850953,108
psc_2018_05_site1314,22407465,521.7553398,31.42663165,553.1819715,108
psc_2018_05_site1314,22407466,517.6719532,35.50976842,553.1817216,108
psc_2018_05_site1314,22407467,529.7632372,23.41964715,553.1828844,108
psc_2018_05_site1314,22407468,536.4161345,16.76927124,553.1854058,108
psc_2018_05_site1314,22407469,244.6294984,308.5506097,553.1801081,108
psc_2018_05_site1314,22407470,334.8091834,218.3725875,553.1817708,108
psc_2018_05_site1314,22407471,192.1466432,361.0362937,553.1829369,108
psc_2018_05_site1314,22407472,35.70345375,517.4783966,553.1818504,105
psc_2018_05_site1314,22407473,0,553.1837952,553.1837952,3
psc_2018_05_site1314,22407474,0,553.1819455,553.1819455,0
psc_2018_05_site1314,22407475,0,553.1819455,553.1819455,0
psc_2018_05_site1314,22407476,0,553.181149,553.181149,0
psc_2018_05_site1314,22407477,0,313.0534317,313.0534317,0
psc_2018_05_site1314,22415608,0,5.808571378,5.808571378,0
psc_2018_05_site1314,22415609,0,354.0985418,354.0985418,0
psc_2018_05_site1314,22415610,0,553.1829544,553.1829544,0
psc_2018_05_site1314,22415611,0,553.1815294,553.1815294,0
psc_2018_05_site1314,22415612,0,553.180976,553.180976,0
psc_2018_05_site1314,22415613,0,553.1837728,553.1837728,0
psc_2018_05_site1314,22415614,0,553.1842728,553.1842728,1
psc_2018_05_site1314,22415615,0,553.1878043,553.1878043,2
psc_2018_05_site1314,22415616,0,553.1826044,553.1826044,4
psc_2018_05_site1314,22415617,0,553.1832328,553.1832328,105
psc_2018_05_site1314,22415618,0.16439385,553.0178404,553.1822342,107
psc_2018_05_site1314,22415619,531.682068,21.5027934,553.1848614,108
psc_2018_05_site1314,22415620,553.1797145,0,553.1797145,108
psc_2018_05_site1314,22415621,553.1818211,0,553.1818211,108
psc_2018_05_site1314,22415622,553.1799712,0,553.1799712,108
psc_2018_05_site1314,22415623,519.866378,33.3148922,553.1812701,108
psc_2018_05_site1314,22415624,465.0135722,88.17005904,553.1836312,108
psc_2018_05_site1314,22415625,543.4849404,9.693862569,553.1788029,108
psc_2018_05_site1314,22415626,553.182153,0,553.182153,108
psc_2018_05_site1314,22415627,553.1803032,0,553.1803032,108
psc_2018_05_site1314,22415628,553.1824098,0,553.1824098,108
psc_2018_05_site1314,22415629,525.1918775,27.98907129,553.1809488,108
psc_2018_05_site1314,22415630,344.7624075,208.4182158,553.1806233,108
psc_2018_05_site1314,22415631,506.7329888,46.44862908,553.1816179,108
psc_2018_05_site1314,22415632,223.0945678,330.0866261,553.1811939,105
psc_2018_05_site1314,22415633,0,553.1836137,553.1836137,3
psc_2018_05_site1314,22415634,0,553.1830606,553.1830606,0
psc_2018_05_site1314,22415635,0,553.1826889,553.1826889,0
psc_2018_05_site1314,22415636,0,553.1808391,553.1808391,0
psc_2018_05_site1314,22415637,0,312.3743545,312.3743545,0
psc_2018_05_site1314,22423767,0,4.781927026,4.781927026,0
psc_2018_05_site1314,22423768,0,347.7457912,347.7457912,0
psc_2018_05_site1314,22423769,0,553.1798478,553.1798478,0
psc_2018_05_site1314,22423770,0,553.1829544,553.1829544,0
psc_2018_05_site1314,22423771,0,553.1790511,553.1790511,0
psc_2018_05_site1314,22423772,0,553.1805512,553.1805512,0
psc_2018_05_site1314,22423773,0,553.1799979,553.1799979,1
psc_2018_05_site1314,22423774,0,553.1801794,553.1801794,3
psc_2018_05_site1314,22423775,0,553.1824143,553.1824143,104
psc_2018_05_site1314,22423776,44.75920977,508.4177109,553.1769207,106
psc_2018_05_site1314,22423777,113.8895834,439.288113,553.1776964,107
psc_2018_05_site1314,22423778,287.9848213,265.193754,553.1785753,108
psc_2018_05_site1314,22423779,525.1421788,28.04082265,553.1830015,108
psc_2018_05_site1314,22423780,553.1795861,0,553.1795861,108
psc_2018_05_site1314,22423781,553.1802145,0,553.1802145,108
psc_2018_05_site1314,22423782,552.1763312,1.006062439,553.1823937,108
psc_2018_05_site1314,22423783,483.2489558,69.93126962,553.1802254,108
psc_2018_05_site1314,22423784,549.0510399,4.132356991,553.1833969,108
