Site,FID_Fishnet,mangrove_area,nonmangrove_area,total_area,gridcode
psc_2018-05_site0304,23076565,0,553.1006465,553.1006465,1
psc_2018-05_site0304,23076566,0,553.1073463,553.1073463,2
psc_2018-05_site0304,23076567,26.34265631,526.7633112,553.1059676,5
psc_2018-05_site0304,23076568,432.9626386,120.1392752,553.1019138,106
psc_2018-05_site0304,23076569,549.4750786,3.629917255,553.1049959,108
psc_2018-05_site0304,23076570,553.1045098,0,553.1045098,108
psc_2018-05_site0304,23076571,518.4828566,34.61837812,553.1012347,108
psc_2018-05_site0304,23076572,520.9662515,32.13713635,553.1033878,108
psc_2018-05_site0304,23076573,377.9888835,175.1137384,553.1026219,108
psc_2018-05_site0304,23076574,209.8580916,343.2454533,553.1035449,108
psc_2018-05_site0304,23076575,432.6537444,120.4520934,553.1058379,108
psc_2018-05_site0304,23076576,553.1028628,0,553.1028628,108
psc_2018-05_site0304,23076577,553.1034912,0,553.1034912,108
psc_2018-05_site0304,23076578,553.1020662,0,553.1020662,108
psc_2018-05_site0304,23076579,553.1051731,0,553.1051731,108
psc_2018-05_site0304,23076580,548.0684541,5.033284851,553.1017389,108
psc_2018-05_site0304,23076581,168.5337932,313.5071632,482.0409564,106
psc_2018-05_site0304,23076582,0,307.8764914,307.8764914,4
psc_2018-05_site0304,23076583,0,57.61720575,57.61720575,1
psc_2018-05_site0304,23084723,0,116.0229316,116.0229316,0
psc_2018-05_site0304,23084724,0,529.8718313,529.8718313,0
psc_2018-05_site0304,23084725,0,553.1015179,553.1015179,0
psc_2018-05_site0304,23084726,0,553.1037533,553.1037533,0
psc_2018-05_site0304,23084727,0,553.0994248,553.0994248,2
psc_2018-05_site0304,23084728,226.5076317,326.593835,553.1014667,103
psc_2018-05_site0304,23084729,553.1022744,0,553.1022744,105
psc_2018-05_site0304,23084730,553.1069207,0,553.1069207,105
psc_2018-05_site0304,23084731,549.3701896,3.733402731,553.1035924,106
psc_2018-05_site0304,23084732,535.3706368,17.73365865,553.1042955,107
psc_2018-05_site0304,23084733,528.188229,24.91580157,553.1040306,108
psc_2018-05_site0304,23084734,549.7451897,3.357426175,553.1026159,108
psc_2018-05_site0304,23084735,553.1042878,0,553.1042878,108
psc_2018-05_site0304,23084736,553.1018093,0,553.1018093,108
psc_2018-05_site0304,23084737,553.1010127,0,553.1010127,108
psc_2018-05_site0304,23084738,553.1006411,0,553.1006411,108
psc_2018-05_site0304,23084739,553.1037481,0,553.1037481,108
psc_2018-05_site0304,23084740,321.672042,231.4306706,553.1027126,108
psc_2018-05_site0304,23084741,0,377.9673915,377.9673915,105
psc_2018-05_site0304,23092884,0,146.0098426,146.0098426,0
psc_2018-05_site0304,23092885,0,534.8046984,534.8046984,0
psc_2018-05_site0304,23092886,23.8562302,529.2485236,553.1047538,0
psc_2018-05_site0304,23092887,1.858804724,551.2436449,553.1024496,1
psc_2018-05_site0304,23092888,87.49996449,465.601715,553.1016794,2
psc_2018-05_site0304,23092889,288.1886887,264.9115237,553.1002124,3
psc_2018-05_site0304,23092890,327.4743313,225.6305217,553.104853,3
psc_2018-05_site0304,23092891,327.6209891,225.4797345,553.1007236,4
psc_2018-05_site0304,23092892,380.1095091,172.9895207,553.0990298,105
psc_2018-05_site0304,23092893,551.9802026,1.122828284,553.1030309,107
psc_2018-05_site0304,23092894,553.1022954,0,553.1022954,108
psc_2018-05_site0304,23092895,553.1054023,0,553.1054023,108
psc_2018-05_site0304,23092896,553.1034237,0,553.1034237,108
psc_2018-05_site0304,23092897,553.1034237,0,553.1034237,108
psc_2018-05_site0304,23092898,553.1029988,0,553.1029988,108
psc_2018-05_site0304,23092899,551.81923,1.2877508,553.1069808,107
psc_2018-05_site0304,23092900,49.00493935,504.0980219,553.1029612,106
psc_2018-05_site0304,23092901,0,345.5767618,345.5767618,103
psc_2018-05_site0304,23101045,0,88.54242395,88.54242395,0
psc_2018-05_site0304,23101046,0,323.6959849,323.6959849,0
psc_2018-05_site0304,23101047,0,521.0960265,521.0960265,0
psc_2018-05_site0304,23101048,0,553.1004107,553.1004107,0
psc_2018-05_site0304,23101049,0,553.1010391,553.1010391,0
psc_2018-05_site0304,23101050,0,553.1018494,553.1018494,0
psc_2018-05_site0304,23101051,0,553.0988173,553.0988173,1
psc_2018-05_site0304,23101052,11.49639117,541.604448,553.1008392,4
psc_2018-05_site0304,23101053,346.7753201,206.3237955,553.0991156,106
psc_2018-05_site0304,23101054,489.7710556,63.32971886,553.1007745,108
psc_2018-05_site0304,23101055,553.1016275,0,553.1016275,107
psc_2018-05_site0304,23101056,553.1002024,0,553.1002024,107
psc_2018-05_site0304,23101057,553.0998307,0,553.0998307,107
psc_2018-05_site0304,23101058,553.0999056,0,553.0999056,108
psc_2018-05_site0304,23101059,383.6677386,169.4342918,553.1020304,106
psc_2018-05_site0304,23101060,0,156.6520299,156.6520299,5
psc_2018-05_site0304,23101061,0,0.12063734,0.12063734,2
psc_2018-05_site0304,23101070,0.00493653,0,0.00493653,108
psc_2018-05_site0304,23109207,0,26.49454293,26.49454293,1
psc_2018-05_site0304,23109208,0,160.9021011,160.9021011,1
psc_2018-05_site0304,23109209,0,344.8910499,344.8910499,0
psc_2018-05_site0304,23109210,0,522.5287001,522.5287001,1
psc_2018-05_site0304,23109211,17.75732423,535.3402869,553.0976111,2
psc_2018-05_site0304,23109212,128.8533791,424.2442204,553.0975995,5
psc_2018-05_site0304,23109213,208.7748905,344.3241575,553.099048,106
psc_2018-05_site0304,23109214,62.34004126,490.758393,553.0984342,107
psc_2018-05_site0304,23109215,136.0905662,417.0094893,553.1000555,105
psc_2018-05_site0304,23109216,305.0736105,248.0250831,553.0986936,5
psc_2018-05_site0304,23109217,358.3535164,194.7448598,553.0983762,104
psc_2018-05_site0304,23109218,299.3373125,253.7632006,553.1005131,105
psc_2018-05_site0304,23109219,80.37194889,472.7292195,553.1011684,103
psc_2018-05_site0304,23109220,0,170.9630328,170.9630328,2
psc_2018-05_site0304,23109232,0.007692135,0,0.007692135,108
psc_2018-05_site0304,23117370,0,20.35945734,20.35945734,4
psc_2018-05_site0304,23117371,2.161064006,179.4259032,181.5869672,104
psc_2018-05_site0304,23117372,111.1700993,272.0183941,383.1884934,106
psc_2018-05_site0304,23117373,215.4213499,328.3459927,543.7673426,106
psc_2018-05_site0304,23117374,321.4930343,231.6075815,553.1006159,105
psc_2018-05_site0304,23117375,303.7545285,249.3474022,553.1019306,3
psc_2018-05_site0304,23117376,82.56770055,470.5302145,553.097915,2
psc_2018-05_site0304,23117377,0,553.0971703,553.0971703,2
psc_2018-05_site0304,23117378,0,553.0988522,553.0988522,3
psc_2018-05_site0304,23117379,11.10935092,541.9899194,553.0992703,2
psc_2018-05_site0304,23117380,0,217.2661139,217.2661139,1
psc_2018-05_site0304,23125533,0,59.32543076,59.32543076,107
psc_2018-05_site0304,23125534,0,266.21931,266.21931,5
psc_2018-05_site0304,23125535,0,472.0890187,472.0890187,2
psc_2018-05_site0304,23125536,0.006686525,553.0896735,553.0963601,0
psc_2018-05_site0304,23125537,0,553.0961169,553.0961169,0
psc_2018-05_site0304,23125538,0,553.0976169,553.0976169,0
psc_2018-05_site0304,23125539,97.99854387,455.1008918,553.0994357,0
psc_2018-05_site0304,23125540,21.01598857,257.4862756,278.5022642,0
psc_2018-05_site0304,23125553,0.044028255,0,0.044028255,106
psc_2018-05_site0304,23125554,0.012824385,0,0.012824385,103
psc_2018-05_site0304,23133695,0,2.686053864,2.686053864,2
psc_2018-05_site0304,23133696,0,137.2810684,137.2810684,0
psc_2018-05_site0304,23133697,0,309.8224354,309.8224354,0
psc_2018-05_site0304,23133698,0,497.7568634,497.7568634,0
psc_2018-05_site0304,23133699,22.31244925,444.2565332,466.5689825,0
psc_2018-05_site0304,23133700,2.605041236,204.6910495,207.2960908,0
psc_2018-05_site0304,23133702,0.04720553,0,0.04720553,0
psc_2018-05_site0304,23133703,0.603606125,0,0.603606125,1
psc_2018-05_site0304,23141858,0,7.454782584,7.454782584,0
psc_2018-05_site0304,23141866,0.00048206,0,0.00048206,4
psc_2018-05_site0304,23158187,0.543822606,0,0.543822606,105
psc_2018-05_site0304,23182671,0.000551675,0,0.000551675,105
psc_2018-05_site0304,23182672,0.00302805,0,0.00302805,3
psc_2018-05_site09,22774563,0,277.946228,277.946228,0
psc_2018-05_site09,22774564,0,372.0402471,372.0402471,1
psc_2018-05_site09,22774565,0,428.1549194,428.1549194,1
psc_2018-05_site09,22774566,0,397.1360139,397.1360139,1
psc_2018-05_site09,22774567,0,362.745836,362.745836,0
psc_2018-05_site09,22774568,0,328.6550878,328.6550878,0
psc_2018-05_site09,22774569,0,294.6936963,294.6936963,0
psc_2018-05_site09,22774570,0,198.9444591,198.9444591,0
psc_2018-05_site09,22774571,0,156.9117235,156.9117235,0
psc_2018-05_site09,22782722,0,4.298709358,4.298709358,0
psc_2018-05_site09,22782723,57.58383088,489.5433474,547.1271783,1
psc_2018-05_site09,22782724,20.20151573,532.9360925,553.1376083,3
psc_2018-05_site09,22782725,54.50987598,498.6340342,553.1439102,103
psc_2018-05_site09,22782726,1.277680569,551.863629,553.1413096,4
psc_2018-05_site09,22782727,0,553.1388989,553.1388989,3
psc_2018-05_site09,22782728,0,553.139952,553.139952,3
psc_2018-05_site09,22782729,0,553.1416327,553.1416327,2
psc_2018-05_site09,22782730,0,553.1396535,553.1396535,1
psc_2018-05_site09,22782731,0,539.7646097,539.7646097,0
psc_2018-05_site09,22782732,0,215.5299566,215.5299566,0
psc_2018-05_site09,22782733,0,16.72069467,16.72069467,0
psc_2018-05_site09,22790882,0,39.24602778,39.24602778,0
psc_2018-05_site09,22790883,0,553.138326,553.138326,1
psc_2018-05_site09,22790884,74.74268035,478.3910198,553.1337001,103
psc_2018-05_site09,22790885,480.4268926,72.71219159,553.1390842,105
psc_2018-05_site09,22790886,455.7655855,97.37062059,553.1362061,106
psc_2018-05_site09,22790887,222.7298727,330.4028767,553.1327494,105
psc_2018-05_site09,22790888,83.5255473,469.6101826,553.1357299,105
psc_2018-05_site09,22790889,0,553.1391544,553.1391544,104
psc_2018-05_site09,22790890,0,553.1373038,553.1373038,3
psc_2018-05_site09,22790891,0,553.137357,553.137357,1
psc_2018-05_site09,22790892,0,551.7110286,551.7110286,0
psc_2018-05_site09,22790893,0,11.19242196,11.19242196,0
psc_2018-05_site09,22799042,0,80.20676979,80.20676979,0
psc_2018-05_site09,22799043,0,553.1388871,553.1388871,1
psc_2018-05_site09,22799044,77.71693599,475.419627,553.136563,4
psc_2018-05_site09,22799045,275.4201536,277.7173447,553.1374983,106
psc_2018-05_site09,22799046,553.136846,0,553.136846,108
psc_2018-05_site09,22799047,553.1396417,0,553.1396417,108
psc_2018-05_site09,22799048,551.019102,2.119363938,553.1384659,108
psc_2018-05_site09,22799049,465.9670153,87.17033544,553.1373507,107
psc_2018-05_site09,22799050,296.4461412,256.6823222,553.1284633,104
psc_2018-05_site09,22799051,11.15823369,541.9769465,553.1351802,2
psc_2018-05_site09,22799052,0,521.6915789,521.6915789,0
psc_2018-05_site09,22807202,0,121.167304,121.167304,0
psc_2018-05_site09,22807203,0,553.1342407,553.1342407,0
psc_2018-05_site09,22807204,0,553.1352938,553.1352938,3
psc_2018-05_site09,22807205,18.39804749,534.7390057,553.1370532,105
psc_2018-05_site09,22807206,455.3328443,97.80237235,553.1352166,108
psc_2018-05_site09,22807207,553.1364206,0,553.1364206,108
psc_2018-05_site09,22807208,553.1331447,0,553.1331447,108
psc_2018-05_site09,22807209,548.9209874,4.21674171,553.1377292,108
psc_2018-05_site09,22807210,511.0827238,42.05215727,553.1348811,105
psc_2018-05_site09,22807211,43.8111446,509.3232586,553.1344032,3
psc_2018-05_site09,22807212,0,480.4732479,480.4732479,0
psc_2018-05_site09,22815362,0,162.1259837,162.1259837,0
psc_2018-05_site09,22815363,0,553.1328155,553.1328155,0
psc_2018-05_site09,22815364,0,553.1347399,553.1347399,3
psc_2018-05_site09,22815365,8.74863316,544.3872906,553.1359238,105
psc_2018-05_site09,22815366,311.410091,241.7231614,553.1332524,108
psc_2018-05_site09,22815367,553.1335701,0,553.1335701,108
psc_2018-05_site09,22815368,549.2227155,3.910429181,553.1331447,108
psc_2018-05_site09,22815369,553.135623,0,553.135623,108
psc_2018-05_site09,22815370,288.0118983,265.121653,553.1335513,106
psc_2018-05_site09,22815371,0,553.1334002,553.1334002,4
psc_2018-05_site09,22815372,0,439.255725,439.255725,1
psc_2018-05_site09,22823522,0,203.0847566,203.0847566,0
psc_2018-05_site09,22823523,0,553.1326337,553.1326337,0
psc_2018-05_site09,22823524,64.11937711,489.0141917,553.1335688,3
psc_2018-05_site09,22823525,256.9885396,296.1463489,553.1348885,105
psc_2018-05_site09,22823526,414.8281414,138.3033767,553.1315181,108
psc_2018-05_site09,22823527,552.7682817,0.363828055,553.1321098,108
psc_2018-05_site09,22823528,553.1331447,0,553.1331447,108
psc_2018-05_site09,22823529,553.1350691,0,553.1350691,108
psc_2018-05_site09,22823530,325.1402537,227.9911754,553.1314291,106
psc_2018-05_site09,22823531,5.178278975,547.9550728,553.1333518,103
psc_2018-05_site09,22823532,0,398.0410573,398.0410573,1
psc_2018-05_site09,22831682,0,244.0440855,244.0440855,0
psc_2018-05_site09,22831683,0,553.1315806,553.1315806,0
psc_2018-05_site09,22831684,148.8765601,404.2556227,553.1321828,3
psc_2018-05_site09,22831685,469.5455556,83.47729098,553.0228466,105
psc_2018-05_site09,22831686,487.9372423,65.19421875,553.131461,108
psc_2018-05_site09,22831687,553.13091,0,553.13091,108
psc_2018-05_site09,22831688,553.1328344,0,553.1328344,108
psc_2018-05_site09,22831689,553.1368117,0,553.1368117,108
psc_2018-05_site09,22831690,540.8567513,12.2774491,553.1342004,106
psc_2018-05_site09,22831691,33.86398847,519.2694282,553.1334167,4
psc_2018-05_site09,22831692,0,356.8281616,356.8281616,1
psc_2018-05_site09,22839842,0,285.0049175,285.0049175,0
psc_2018-05_site09,22839843,0,553.1336201,553.1336201,0
psc_2018-05_site09,22839844,12.25932789,540.8729804,553.1323083,3
psc_2018-05_site09,22839845,344.4383495,208.6966549,553.1350044,105
psc_2018-05_site09,22839846,528.3776688,24.75608882,553.1337576,108
psc_2018-05_site09,22839847,553.1328962,0,553.1328962,108
psc_2018-05_site09,22839848,553.1339493,0,553.1339493,108
psc_2018-05_site09,22839849,485.9648979,67.16853953,553.1334375,107
psc_2018-05_site09,22839850,111.9670902,441.1635358,553.1306259,104
psc_2018-05_site09,22839851,0.883351845,552.2471252,553.1304771,2
psc_2018-05_site09,22839852,0,315.9857834,315.9857834,0
psc_2018-05_site09,22848002,0,325.9620732,325.9620732,0
psc_2018-05_site09,22848003,0,553.1303991,553.1303991,1
psc_2018-05_site09,22848004,8.227227543,544.9025524,553.12978,4
psc_2018-05_site09,22848005,117.3239791,435.808606,553.1325851,106
psc_2018-05_site09,22848006,393.9368122,159.1939869,553.1307991,108
psc_2018-05_site09,22848007,553.1282499,0,553.1282499,108
psc_2018-05_site09,22848008,553.1303561,0,553.1303561,108
psc_2018-05_site09,22848009,541.7020729,11.4301663,553.1322392,107
psc_2018-05_site09,22848010,129.449579,423.6801592,553.1297383,5
psc_2018-05_site09,22848011,0,553.1314829,553.1314829,2
psc_2018-05_site09,22848012,0,275.5110919,275.5110919,0
psc_2018-05_site09,22856162,0,366.9201267,366.9201267,0
psc_2018-05_site09,22856163,64.86060515,488.268723,553.1293282,2
psc_2018-05_site09,22856164,29.19803486,523.9333316,553.1313665,104
psc_2018-05_site09,22856165,249.5463647,303.5856995,553.1320642,107
psc_2018-05_site09,22856166,553.1286753,0,553.1286753,108
psc_2018-05_site09,22856167,553.1268247,0,553.1268247,108
psc_2018-05_site09,22856168,553.129303,0,553.129303,108
psc_2018-05_site09,22856169,553.1308019,0,553.1308019,107
psc_2018-05_site09,22856170,68.30271832,484.8288898,553.1316081,104
psc_2018-05_site09,22856171,0,553.1303013,553.1303013,2
psc_2018-05_site09,22856172,0,235.035593,235.035593,0
psc_2018-05_site09,22864322,112.5545651,295.3252032,407.8797683,0
psc_2018-05_site09,22864323,126.3624561,426.7647155,553.1271716,3
psc_2018-05_site09,22864324,3.09624687,550.030005,553.1262518,105
psc_2018-05_site09,22864325,279.7004713,273.4283042,553.1287755,108
psc_2018-05_site09,22864326,546.7429869,6.385506596,553.1284935,108
psc_2018-05_site09,22864327,551.4101611,1.719203669,553.1293648,108
psc_2018-05_site09,22864328,553.1289926,0,553.1289926,108
psc_2018-05_site09,22864329,507.265297,45.8651381,553.1304351,108
psc_2018-05_site09,22864330,0.484774184,552.6398695,553.1246436,105
psc_2018-05_site09,22864331,0,553.125655,553.125655,3
psc_2018-05_site09,22864332,0,194.3044821,194.3044821,0
psc_2018-05_site09,22872482,29.52046764,419.3170947,448.8375624,0
psc_2018-05_site09,22872483,40.24792819,512.8803876,553.1283158,3
psc_2018-05_site09,22872484,78.42195531,474.708432,553.1303873,105
psc_2018-05_site09,22872485,505.0620075,48.07073528,553.1327428,108
psc_2018-05_site09,22872486,553.1296084,0,553.1296084,108
psc_2018-05_site09,22872487,553.1279396,0,553.1279396,108
psc_2018-05_site09,22872488,553.1273856,0,553.1273856,108
psc_2018-05_site09,22872489,425.1165373,128.0158683,553.1324056,108
psc_2018-05_site09,22872490,0,553.1303631,553.1303631,105
psc_2018-05_site09,22872491,0,553.1293837,553.1293837,3
psc_2018-05_site09,22872492,0,152.7539322,152.7539322,0
psc_2018-05_site09,22880642,0,489.7949959,489.7949959,1
psc_2018-05_site09,22880643,44.31373492,508.813836,553.127571,4
psc_2018-05_site09,22880644,419.4979053,133.6280779,553.1259832,106
psc_2018-05_site09,22880645,553.1265691,0,553.1265691,108
psc_2018-05_site09,22880646,553.1260152,0,553.1260152,108
psc_2018-05_site09,22880647,553.1254612,0,553.1254612,108
psc_2018-05_site09,22880648,553.1260889,0,553.1260889,108
psc_2018-05_site09,22880649,398.2466881,154.8811801,553.1278682,107
psc_2018-05_site09,22880650,23.41686221,529.7097025,553.1265648,104
psc_2018-05_site09,22880651,0,553.1257905,553.1257905,2
psc_2018-05_site09,22880652,0,111.1434733,111.1434733,0
psc_2018-05_site09,22888802,0,530.7511549,530.7511549,2
psc_2018-05_site09,22888803,102.9648215,450.1613552,553.1261767,104
psc_2018-05_site09,22888804,544.53568,8.58995113,553.1256312,107
psc_2018-05_site09,22888805,553.1262588,0,553.1262588,108
psc_2018-05_site09,22888806,537.8736512,15.25181005,553.1254612,108
psc_2018-05_site09,22888807,552.747554,0.376482015,553.124036,108
psc_2018-05_site09,22888808,511.0220014,42.1030675,553.1250689,108
psc_2018-05_site09,22888809,190.0319592,363.0936276,553.1255868,106
psc_2018-05_site09,22888810,0,553.1252913,553.1252913,4
psc_2018-05_site09,22888811,0,553.1238661,553.1238661,1
psc_2018-05_site09,22888812,0,69.53326935,69.53326935,0
psc_2018-05_site09,22896961,0,18.63060033,18.63060033,0
psc_2018-05_site09,22896962,0,553.0812698,553.0812698,2
psc_2018-05_site09,22896963,75.86190429,477.2645977,553.126502,104
psc_2018-05_site09,22896964,553.1258748,0,553.1258748,107
psc_2018-05_site09,22896965,488.4952829,64.63112848,553.1264114,108
psc_2018-05_site09,22896966,478.7171471,74.40665401,553.1238011,108
psc_2018-05_site09,22896967,553.1252794,0,553.1252794,108
psc_2018-05_site09,22896968,426.191183,126.9290541,553.1202371,108
psc_2018-05_site09,22896969,48.63558005,504.4915877,553.1271677,105
psc_2018-05_site09,22896970,0,553.1260341,553.1260341,3
psc_2018-05_site09,22896971,0,553.1246088,553.1246088,0
psc_2018-05_site09,22896972,0,27.95326667,27.95326667,0
psc_2018-05_site09,22905121,0,59.54526553,59.54526553,0
psc_2018-05_site09,22905122,0,553.1230995,553.1230995,1
psc_2018-05_site09,22905123,80.25361971,472.8683481,553.1219678,4
psc_2018-05_site09,22905124,532.2767809,20.84766864,553.1244495,106
psc_2018-05_site09,22905125,553.1388291,0,553.1388291,108
psc_2018-05_site09,22905126,549.9305354,3.179029869,553.1095652,108
psc_2018-05_site09,22905127,553.1238542,0,553.1238542,108
psc_2018-05_site09,22905128,425.8295108,127.2928835,553.1223943,108
psc_2018-05_site09,22905129,23.09439622,530.0332578,553.127654,105
psc_2018-05_site09,22905130,0,553.1252246,553.1252246,3
psc_2018-05_site09,22905131,0,539.0596145,539.0596145,0
psc_2018-05_site09,22905132,0,0.634494955,0.634494955,0
psc_2018-05_site09,22913281,0,100.504203,100.504203,0
psc_2018-05_site09,22913282,0,553.124458,553.124458,0
psc_2018-05_site09,22913283,10.17451814,542.947707,553.1222252,3
psc_2018-05_site09,22913284,529.5066052,23.61596629,553.1225715,105
psc_2018-05_site09,22913285,553.1257666,0,553.1257666,108
psc_2018-05_site09,22913286,553.1252126,0,553.1252126,108
psc_2018-05_site09,22913287,553.1248404,0,553.1248404,108
psc_2018-05_site09,22913288,447.1546748,105.9678498,553.1225246,107
psc_2018-05_site09,22913289,22.91881224,530.2058126,553.1246248,104
psc_2018-05_site09,22913290,0,553.1223741,553.1223741,2
psc_2018-05_site09,22913291,0,498.3469868,498.3469868,0
psc_2018-05_site09,22921441,0,141.4622057,141.4622057,0
psc_2018-05_site09,22921442,0,553.1199936,553.1199936,0
psc_2018-05_site09,22921443,0.04577877,553.0755988,553.1213776,3
psc_2018-05_site09,22921444,486.6175706,66.50329382,553.1208644,105
psc_2018-05_site09,22921445,553.1244699,0,553.1244699,108
psc_2018-05_site09,22921446,553.1205663,0,553.1205663,108
psc_2018-05_site09,22921447,546.5099408,6.612087428,553.1220282,107
psc_2018-05_site09,22921448,218.5766848,334.5442992,553.1209839,105
psc_2018-05_site09,22921449,2.7693543,550.3545192,553.1238735,3
psc_2018-05_site09,22921450,0,553.1200243,553.1200243,1
psc_2018-05_site09,22921451,0,457.0008509,457.0008509,0
psc_2018-05_site09,22929601,0,182.4364962,182.4364962,0
psc_2018-05_site09,22929602,0,553.1221615,553.1221615,0
psc_2018-05_site09,22929603,0,553.1203108,553.1203108,3
psc_2018-05_site09,22929604,473.3042249,79.81415848,553.1183834,105
psc_2018-05_site09,22929605,553.1230446,0,553.1230446,108
psc_2018-05_site09,22929606,551.7092623,1.410750024,553.1200123,108
psc_2018-05_site09,22929607,393.3303108,159.7920509,553.1223617,106
psc_2018-05_site09,22929608,6.578514916,546.5434733,553.1219882,4
psc_2018-05_site09,22929609,0,553.1240429,553.1240429,1
psc_2018-05_site09,22929610,0,553.1221922,553.1221922,0
psc_2018-05_site09,22929611,0,415.6533012,415.6533012,0
psc_2018-05_site09,22937761,0,223.9256205,223.9256205,0
psc_2018-05_site09,22937762,0,553.1196832,553.1196832,0
psc_2018-05_site09,22937763,0,553.121182,553.121182,3
psc_2018-05_site09,22937764,342.3212949,210.7996181,553.120913,105
psc_2018-05_site09,22937765,381.4957539,171.6254858,553.1212397,108
psc_2018-05_site09,22937766,283.3952144,269.7220116,553.117226,107
psc_2018-05_site09,22937767,64.18111793,488.9356924,553.1168104,104
psc_2018-05_site09,22937768,0,553.1159938,553.1159938,2
psc_2018-05_site09,22937769,0,553.1208218,553.1208218,0
psc_2018-05_site09,22937770,0,553.1184172,553.1184172,0
psc_2018-05_site09,22937771,0,374.3072161,374.3072161,0
psc_2018-05_site09,22945921,0,265.658404,265.658404,0
psc_2018-05_site09,22945922,0,553.1216693,553.1216693,0
psc_2018-05_site09,22945923,0,553.1208716,553.1208716,2
psc_2018-05_site09,22945924,75.27884784,477.840145,553.1189928,104
psc_2018-05_site09,22945925,209.0951635,344.028628,553.1237915,107
psc_2018-05_site09,22945926,6.73343412,546.3873289,553.120763,107
psc_2018-05_site09,22945927,19.1114846,534.0095371,553.1210217,5
psc_2018-05_site09,22945928,4.732963045,548.3868125,553.1197756,2
psc_2018-05_site09,22945929,0,553.1246037,553.1246037,0
psc_2018-05_site09,22945930,0,553.1202747,553.1202747,0
psc_2018-05_site09,22945931,0,332.9645263,332.9645263,0
psc_2018-05_site09,22954081,0,307.3870713,307.3870713,0
psc_2018-05_site09,22954082,0,553.1180761,553.1180761,0
psc_2018-05_site09,22954083,0,553.1153541,553.1153541,1
psc_2018-05_site09,22954084,0.731245799,552.3863099,553.1175557,4
psc_2018-05_site09,22954085,345.0169713,208.0929698,553.1099412,106
psc_2018-05_site09,22954086,211.2272322,341.8897817,553.1170139,107
psc_2018-05_site09,22954087,53.8149418,499.3026854,553.1176272,104
psc_2018-05_site09,22954088,14.16078608,538.9559986,553.1167847,2
psc_2018-05_site09,22954089,0,553.120086,553.120086,0
psc_2018-05_site09,22954090,0,553.1161824,553.1161824,0
psc_2018-05_site09,22954091,0,291.6153805,291.6153805,0
psc_2018-05_site09,22962241,0,349.1173529,349.1173529,0
psc_2018-05_site09,22962242,0,553.117023,553.117023,0
psc_2018-05_site09,22962243,0,553.1164689,553.1164689,0
psc_2018-05_site09,22962244,0,553.1170966,553.1170966,2
psc_2018-05_site09,22962245,95.2700092,457.8487722,553.1187814,103
psc_2018-05_site09,22962246,146.5432628,406.5734817,553.1167444,105
psc_2018-05_site09,22962247,82.96407168,470.1517963,553.115868,103
psc_2018-05_site09,22962248,23.04114834,530.0746424,553.1157908,2
psc_2018-05_site09,22962249,0,553.1186608,553.1186608,0
psc_2018-05_site09,22962250,0,553.1156284,553.1156284,0
psc_2018-05_site09,22962251,0,250.6034847,250.6034847,0
psc_2018-05_site09,22970401,0,375.865865,375.865865,0
psc_2018-05_site09,22970402,0,553.1154158,553.1154158,0
psc_2018-05_site09,22970403,0,553.1150437,553.1150437,0
psc_2018-05_site09,22970404,0,553.1156714,553.1156714,1
psc_2018-05_site09,22970405,0,553.1167244,553.1167244,2
psc_2018-05_site09,22970406,153.0425508,400.0733687,553.1159195,3
psc_2018-05_site09,22970407,37.94993411,515.1655649,553.115499,2
psc_2018-05_site09,22970408,13.35662001,539.7584293,553.1150493,1
psc_2018-05_site09,22970409,0,553.1183503,553.1183503,0
psc_2018-05_site09,22970410,0,553.1164997,553.1164997,0
psc_2018-05_site09,22970411,0,210.1690149,210.1690149,0
psc_2018-05_site09,22978561,0,188.7897094,188.7897094,0
psc_2018-05_site09,22978562,0,553.1129375,553.1129375,0
psc_2018-05_site09,22978563,0,553.1139906,553.1139906,0
psc_2018-05_site09,22978564,0,553.113193,553.113193,0
psc_2018-05_site09,22978565,0,553.1167244,553.1167244,0
psc_2018-05_site09,22978566,11.4194689,541.6934579,553.1129268,0
psc_2018-05_site09,22978567,2.199322345,550.9146831,553.1140055,0
psc_2018-05_site09,22978568,0,553.1128945,553.1128945,0
psc_2018-05_site09,22978569,0,553.1160005,553.1160005,0
psc_2018-05_site09,22978570,0,553.1154466,553.1154466,0
psc_2018-05_site09,22978571,0,169.7435886,169.7435886,0
psc_2018-05_site09,22986721,0,7.113715354,7.113715354,0
psc_2018-05_site09,22986722,0,262.2374526,262.2374526,0
psc_2018-05_site09,22986723,0,301.8512501,301.8512501,0
psc_2018-05_site09,22986724,0,336.4573477,336.4573477,0
psc_2018-05_site09,22986725,0,371.0445742,371.0445742,0
psc_2018-05_site09,22986726,0,405.3531167,405.3531167,0
psc_2018-05_site09,22986727,0,439.5160728,439.5160728,0
psc_2018-05_site09,22986728,0,474.2483355,474.2483355,0
psc_2018-05_site09,22986729,0,471.9165854,471.9165854,0
psc_2018-05_site09,22986730,0,290.3814249,290.3814249,0
psc_2018-05_site09,22986731,0,52.82307738,52.82307738,0
psc_2018-05_site12,22456468,0,70.08063056,70.08063056,0
psc_2018-05_site12,22464627,0,204.3149777,204.3149777,0
psc_2018-05_site12,22464628,0,546.4923904,546.4923904,0
psc_2018-05_site12,22464629,0,422.7240297,422.7240297,0
psc_2018-05_site12,22464630,0,164.1623564,164.1623564,0
